sentence,score
와 진짜 간만에 볼만한 사극 영화 제대로 잘 봤습니다. 역사의 결말을 변형하지 않으면서도 그 과정에의 창작을 긴장감 있고 재미지게 잘 만들었네요 류준열이라는 배우도 다시 보게 된 영화였습니다!,10
25년이 지났고 결과를 알고있음에도 여전히 이렇게 진하게 남는 여운을 주는작품은 흔하게 만날수 없어요,10
아 눈호강 생각보다 웃음포인트 많았어요 ㅎㅎ,10
굿 영화가 스토리가 좋음,10
너~무재밌음!!! 만화책다시펴봐야겠음,10
"조금은 아쉽긴 하지만 지루하지 않고 흥미진진한 스토리에, 말할 것도 없는 훌륭한 영상미까지..최근에 본 영화 중 단연코 최고라고 생각했다. 인간의 악랄함과 따뜻한 가족애를 어색하지 않게 잘 풀어놓았으며, 화려한 영상미는 눈을 즐겁게 해주었다. 마치 직접 판도라에 들어와있는것 같았다.꼭 영화관에서 넓은 화면으로 봐야하는 명작.. 3편이 굉장히 기대된다.",10
"본인은 10선비임,, 영화를 보고 일주일이 지났음에도아직도 여운이 남는다....OST 계속들음 ",10
보고 또 봐도 재미있음다 아는 내용이지만 경기 막판 1분은 나도 모르게 손을 쥐게 됨,10
감동적입니다. 조연이였던 송태섭을 부각시켜 더더욱 좋았던 것 같아요.,10
감동적입니다. 조연이였던 송태섭을 부각시켜 더더욱 좋았던 것 같아요.,10
너무 멌졌다코레아 우라!,10
너무 좋은 크리스마스 선물이에요 아빠가 보고싶네요 깨닳음을 주는 영화에요 울다가 웃다가 인생영화에요 ,10
일본은 미워하지 않는다.일본 제국 주의를 미워한다...안중근 대사중...일본은 왜 아직 안중근 유해를 주지 않을까요?,10
아바타는 어릴 적 내게 큰 꿈이 되어준 영화인데 어른이 된 지금도 여전하다,8
마지막 침묵속에 들리는 나의 심장소리,10
생각보다 스토리도 나쁘지 않고 재밌었움,10
아침부터 눈물바다~~ 아는 내용이여도 배우의 연기가 이렇게 큰 감동을 주네요. 강추합니다!!,10
스토리도 연기도 좋네여,10
제목의 진실성(!)에 혹해서 이 영화를 본다면..대단한 각본이였다.,1
오프닝 보고 어린애처럼 설렜네요 북산 5인방이 엄청 멋있는 캐릭터였다는걸 새삼스레 느낌,9
미쳤네요...무엇보다 연출이 진짜 좋아요 너무 오랜만에 보는 슬램덩크라 추억도 있지만 현대적인 감성으로 잘 녹여냈어요 ,10
과거의 나와 오늘의 네가 만나 먼 훗날 완성 시킬 이야기,6
웅장해집니다 영화관에서 대한민국만세를 외치고싶은걸 꾹참았습니다.,10
"웃음을 터트리며, 재미보았다.",6
쓰레기용화 그 자채입니다,2
처음 꽃향기를 만난 순간...제목과는 다른 스토리...,6
이런 영화가 천만을 가야 하는데  ...관객수가 너무 아쉽네요 ㅠㅠ,10
오랫만에 따뜻한 영화 봤네요 연기도 너무 좋았구요 보면서 결혼 생각도 나게 해주는 영화네요 인상 깊었습니다 감사해요,10
김윤석 연기가 너무 살벌함…진짜 윤석 그는 대체…,9
아라비안나이트의 현대판이야기,9
여운이 많이 남는 몇 안되는 영화.,10
책이랑 다른 내용들도 많지만 감동과 슬픔은 그대로 잘 살렸어요 결말부분이 너무 잔잔하지만 그만큼 여운이 남는 결말이네요,10
슬램덩크의 이름에 걸맞는 멋진 경기!!,10
나름 전편보다 재밌었다고 생각함,9
아바타보다 훨씬 재미있다.,10
잘 봤습니다. 스키치와 시작하는 장면이 좋네요.,8
지루해보이지만 보고있으면 힐링이 되고 위안이 되는 영화,8
마치 눈앞에서 직접 경기장에 앉아있는듯한 생생한 현장감!!!,10
추억과 감동 기다린 보람이 있습니다,10
역시나 재미있고 잘 만들어진 영화라고 생각됩니다. 후회없이 재미있게 보았음.,9
슬램덩크더 이상 무슨 말이 필요한가,10
어 난재밋는데? ㅋㅋㅋ 평점보고기대안했드만ㅋ재밋어 ,8
"소재는 두말 할 것도 없고, 연기도 말하면 입아프지만, 영화의 전체적인 흐름이나 연출이 조금 아쉬움이 있음. 그래서 감정이 쭉 이어지지는 않음. 안중근 그의 영혼이 어딘가에서 편히 쉬고 있기를.. 제발..",9
처음부터 울면서 봄.. 꼭 봐야함,10
처음부터 울면서 봄.. 꼭 봐야함,10
올해 본 영화중 제일 괜찮았던 영화다,10
극단적인 방식이긴 했지만 누구나 마음속에 가지고 있는 욕망을 잘 꺼내놨다. 블랙코미디지만 어쩐지 스릴러 같은 면이 있다. ,10
겁나 노잼 1점도 아까워요. 5분보다가 바로껏어요 ㅠㅠ,1
미야자키 애니 같은 자연과 생명 존중에 관한 뻔한 스토리지만 영상미는 정말 끝내줌. 3D로 꼭꼮꼭 봐야 할 영화. 여주 왜 이리 멋진겨 너무 잘 싸움... 고래잡이 하는 일본을 디스하는 영화. ㅎㅎ,9
chop 하나님이 슬램덩크에 뭔 관여를함 ? 웃긴다 ㅋㅋ 억지감동 짜내지마셈 ,10
아바타/슬램덩크와 겹쳐서 타이밍을 잘 못 택한듯. 히트맨과 비슷한 권상우 코믹물을 좋아해서 그런지 재밌었음. 뇌빼고 보기 좋은 영화.,10
데시벨 완전 기대했는데,8
스토리보다는 영상 퀄리티때문에 무조건 극장가서 봐야할것같아요. 잘봤습니다. 다음 시리즈가 기대됩니다.,10
이랬다면..한번쯤 인생을 되돌아보며 다른 선택을 생각해 본 경험을 재밌게 잘 풀어내고 가장 사소하다 생각하는 것들의 가치와 소중함을 느끼게해주는 따뜻한 영화 ,10
헐리웃에서 만들었다면 10점이었을듯...,1
2D와 3D를 넘나드는 애니메이션... 농구 장면은 3D를 이용해 제작 해서 2D화 한 듯...실감난다.  농구 스토리는 다 아는 내용이지만 bgm과 어울려 흥미롭게 보게 됨. 단점은 송태섭 어릴적 아픈 스토리를 길게 넣어서 조금 중간에 따분하지만 전체적으로 재밌게 봄...그리고 마지막 송태섭 바닷가 장면은 그림을 너무 못 그림. 못생겨짐. 마지막에 오픈 맞추려고 대충 그린 느낌...ㅎㅎ,9
내가 살아서 슬램덩크를 볼 수 있었음에 하나님께 감사하다.정말 명작 중의 명작이다.몇번 더 볼 생각이다.마지막 1분은 울면서 봤다ㅠ정말 최고의 작품,10
깊게 들여다 볼수록 많은 의미를 담고있음배우들의 연기가 인상적임 앞으로가 기대됨,8
삶에 쩌들어 감정이 마를데로 말라버린 중년 아저씨를 2시간내내 눈물흘리게한 영화. 완성도를떠나 딸자식에게 반드시보여주고  알려줘야하는 영화.,10
배우들 연기가 좋았다 은근한 블랙코미디,10
오프닝부터 전율이 시작된다.,9
바이올렛 에버가든 오케스트라 콘서트 2021,7
"기적이라 부르며 아사직전까지 몰아가던 신의 탈을 쓴 악마들과 그 잘난 신을 믿는 눈먼 부모로부터 벗어난 한 아이는 진짜 기적을 만나게 된 다. 아이를 잃었던 슬픔과 상실감으로 삶을 포기하듯 살아가던 한 여자와 가족의 아픔을 마음 깊숙한 곳에 묻어둔 채 감정이 메말라가던 한 남자가 가족이라는 이름으로 기적을 만난다.안,밖 새장속 갇힌 새가 될것인지, 자유로운 새가 될 것인지, 아이에게 선택은 네몫이라던 남자의 말이 진짜 기적을 이루게 된 시초였을지도.",8
재밌게 봤어요~!ㅋㅋ,10
 &amp;lt;알라딘&amp;gt;의 감성에 &amp;lt;매드맥스&amp;gt; 박력이 더해지다,7
이게 블록버스터고 상업영화지 캬,10
평점 뭐지?  돈으로 평 샀나 ㅋㅋ,1
여러생각을 할수 있는 영화였습니다. 정일우씨 연기변신이 놀랍네요 아이들이 역시 짠하네요,10
최고다.퍼렁애들 나오는 3시간짜리 보다 재미있었다,10
일본 영화 중에 이렇게 여자들이 때거지로 나오는 영화도 참 드물거다 여성 배우들의 일자리를 위해! 난 양키물이 너무 좋아....ㅋㅋ,10
잼있게 봤어요^^♡♡,10
사랑의 본능은 감출수가 없다,7
내용이 너무 극단적이다,4
감동입니다 잘봤습니다,10
할말없음 보고서 최소 며칠은 생각남,10
프레임 바뀌면 멀미나서 안 좋아하는데 푸스인부츠는 예외로 두기로 했음. 영화 도중에 슈렉에 나왔던 캐릭터들 나와서 반가웠음,10
배우들 조합이 좋았다  알맞게 잘 뽑은듯,8
배우분들의 연기가 정말 너무 멋있었습니다. 좋은 영화 만들어 주셔서 정말 감사합니다.,10
ㅠㅠㅠㅠ 너무 재밌었음 자막으로 봤는데 더빙도 볼까 생각중입니다,10
아쉬움이 많이 남는 극장판으로 좀 더 노력이 있어야 한다.,5
세월호의 슬픔과 느와르가 섞이지 못한 아쉬움,6
예매한 순간부터 슬램덩크 만화를 봤던 중학교시절로 돌아갔다.,10
속물 미국 대 인간미넘치는 러시아란 구도가 들여다보여. 감독은 결국 러시아극우민족주의자로 전락. 그럼에도 불구하고 러시아의 풍광과 음악이 멋지게 조화를 이룬 대작.,9
크리스찬 베일의 모세 연기가 너무나 훌륭해 더 매력적인 작품,8
"타이밍이 아쉬운, 시즌과 잘만 맞물렸으면 가족영화로는 나무랄대가 없는 재미",8
다회차를 할수록 보이는 디테일과 더해지는 감동,9
"내가 고한 이별이 누군가에겐 사랑의 시작이었다. 헤어질 결심, 사랑은 진심.",10
영화 드럽게 길고 재미도 그냥임,2
꼭 영화관에서 봐야 후회하지 않는 영화.. 영상미가 압권이고 영화가 전하는 메세지는 감동적이나 예상했던 스토리에서 벗어나지 않는 다소 단조로운 스토리는 흠이다..,9
다른 단어 필요없음. &amp;#39;명작&amp;#39;,10
"꼭 보셔요,",10
"인생의 최고의 영화. 제목과는 다르게 이야기는 반전을 보여주지만, 아버지가 되고나니 더 큰 감동과 몰입이 되게 하는 영화.",10
일본은 아바타제치고  더퍼스트1위라는데어찌 아바타가 1위냐,2
분단의 현실 가운데 벌어지는 한국에서만 일어나고 이해될 수 있는 가슴 아픈 영화를 대한민국 역사상 없을 블록버스터로 만들어낸 잊지 못할 영화.,10
그 시절을 추억하는 아재에게는 선물같은 영화?만화?막바지에서는 벅차오르는 감정 컨트롤이 안됐음.,9
"이 기괴한 영화가 어떻게 예술이 되는지, 이 기괴한 인물이 어떻게 감정을 전해주는지 이 이야기가 어떻게 감동을 주는지 기괴하고도 특별한 영화.",9
"아들은 너무 좋아했으나 살짝 졸았음, 개인적으로 슈렉 캐릭터로 나왔을때까지가 딱 좋았다고 생각함.",7
그냥 TV시리즈나 다시 한 번 보고 싶은 마음이 든다,7
살짝 아쉬움은 있지만 재미짐.,7
형이  짠돌인데  2번보고   두번다울다왔다  우리집여자들은  모르더라  내가왜이러는지 내맘을,10
김고은 목소리 호소력 짱,8
옛 시절이 떠오르며 그 때 감동을 색다르게 느낄 수 있었음,10
일단 대사 전달이 너무 안됨. 중국여자 한국말도 아니고 중국말도 아닌 말을 해서 귀담아 듣지 않으면 뭔 말하는 지 모르겠고 스토리도 황당무개한 소리만 해서 이 감독 정신병자 아닌가 생각 들 정도로 뭘 얘기하고 싶은지 모르겠다. 그저 국뽕이 휩쓸려 평만 좋을 뿐. 평점 좀 낮추기 위해 1점 줬지 전체적으론 4점 주고 싶다. 박해일 연기만 잘했음. 물론 뭐를 말하는지는 알 수 없었지만.,1
진짜 난 너무 좋은데??! 호불호가 있는 스타일이지만 평점이 높은 이유가 있다고 봄. ,10
찰나를 소중하게 다 경험해보자,10
아름답지 않은 불륜을 곁들인 퀴어 영화,2
은근히 몰입되는 전개~ 누가 주인공인지 ㅋㅋ,9
좀비가 개연성도 없고 너무 허접하다   진짜  내 시간  돌려죠,2
코트를 입고 바람에 휘날리는 금발의 다이안 레인이 참 이쁘다. 또한 그녀와 리차드기어의 연기에 찬사를.. ,10
웅장해지는 cg! 영상미! 색감도 너무 예쁘고 공들였다는게 몇분만 지나도 바로 느껴져요!!!,10
여러가지 면에서 정말 멋진 작품,8
"할말이없습니다 제가지금중,고등 자녀가있는데 10대20대는 모르겠지만 70년생분들이라면 무조건보세요 보고난후 흥분을멈출수가없습니다 그제보고 어제또봤습니다 절대  핸드폰 TV로보지마세요 사운드때문이라도",10
"태어나서 처음으로 어제까지 영화관에서 3번째 관람했어요. 여운이 많이 남아요. 타임머신으로 1909~1910년 그 날로 다녀온 것 같고, 역사적 실화여서 더 슬프네요. 대단합니다 ",10
느림마저 긴장의 연속. 특유의 비장미와 OST미쳤다. 이쯤되면 서부극 원탑 영화,10
"낼 모래면 60 20년전 아들이 보던 만화 슬럼덩크에 빠져 같이 슬럼덩크를 봤는데, 오늘은 의정부의 한 극장에서 한장면 한장면 놓치지 않기위해 집중하고 긴장시 앉은자세를 바꾸면서 마지막엔 끝나지 않았으며 하면서 봤습니다. 넘 잘 만든 멋진 영화입니다.",10
김아중의 마리아는 최고.,8
아바타1도 재밌게봐서 기대하고있었는데 2도 역시 믿고보는 영화,10
"영화 시작하자마자 좀비퀄리티에 꺼버렸다.이게 뭐니? 대학생 과제 올린거 아니지? 연기라도 잘하던가 이건뭐 배우, 엑스트라 할거없이 엉망진창이야!!! 어떻게 이런걸 배급할 생각을 한거냐 ㅎ 그리고 대체 스턴트회사 어디냐? 액션꼬라지 하고는 ㅉㅉ",1
누군가를 좋아한다는게 정말 아름다운 것이라는 것을 깨닫게 되는 영화. 그리고 학창시절 때 그런 경험이 있었다는 것에 감사하게 되는 영화. 잔잔한 울림이 있는 영화.,10
"한국의 레미제라블이 되기를 바랍니다. 스토리는 이미 잘 알려져있기에 어떻게 연출을 하고, 어떻게 영상을 만들었을까...음악은 어떻게 잘 녹여냈을까..등등의 관점으로 보았는데...수준이 떨어지지 않는다는 생각입니다.다만..뮤지컬 배우들을 더 많이 볼 수 있었다면 좋지 않았을까..하는 생각입니다. ",10
